objectid,uuid,iiifthumburl,iiifurl,title,attribution,attributioninverted,displaydate,beginyear,endyear,visualbrowsertimespan,medium,classification,subclassification,visualbrowserclassification,accessionnum,width,height,maxpixels,artist_name,nationality,vis_nationality,artist_born,artist_died,art_style,art_theme,local_path
140023,170a4314-9a87-4de0-8b07-387f13716e8f,"https://api.nga.gov/iiif/170a4314-9a87-4de0-8b07-387f13716e8f/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/170a4314-9a87-4de0-8b07-387f13716e8f,President Bill Clinton,Chuck Close,"Close, Chuck",2006,2006.0,2006.0,2001 to present,oil on linen,Painting,,painting,2007.151.1,5671,7312,640.0,"Close, Chuck",American,American,1940.0,2021.0,,portrait,/kaggle/working/nga_images/140023.jpg
154543,1465555b-8f73-4857-b013-2e678aab0738,"https://api.nga.gov/iiif/1465555b-8f73-4857-b013-2e678aab0738/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/1465555b-8f73-4857-b013-2e678aab0738,Dark Portrait,Lester Johnson,"Johnson, Lester",c. 1960,1960.0,1960.0,1951 to 1975,oil on canvas,Painting,,painting,2011.39.1,8789,9105,640.0,"Johnson, Lester",American,American,1919.0,2010.0,,figure,/kaggle/working/nga_images/154543.jpg
158369,860f84af-3515-4018-86ce-7a2832ec6660,"https://api.nga.gov/iiif/860f84af-3515-4018-86ce-7a2832ec6660/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/860f84af-3515-4018-86ce-7a2832ec6660,Legend and Fact,Willem de Kooning,"de Kooning, Willem",1940,1940.0,1940.0,1926 to 1950,duco enamel on gypsum board (marinite),Painting,,painting,1971.52.1.a-d,2000,621,640.0,"de Kooning, Willem",American,American,1904.0,1997.0,,allegory,/kaggle/working/nga_images/158369.jpg
163540,164c7543-1c37-4c83-9628-161e371f7d59,"https://api.nga.gov/iiif/164c7543-1c37-4c83-9628-161e371f7d59/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/164c7543-1c37-4c83-9628-161e371f7d59,The Friar,Georges Rouault,"Rouault, Georges",c. 1930,1930.0,1930.0,1926 to 1950,oil on board,Painting,,painting,2014.17.23,10486,13718,640.0,"Rouault, Georges",French,French,1871.0,1958.0,,figure,/kaggle/working/nga_images/163540.jpg
164772,691847d1-72b5-427f-918b-80690268ea9b,"https://api.nga.gov/iiif/691847d1-72b5-427f-918b-80690268ea9b/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/691847d1-72b5-427f-918b-80690268ea9b,Donna che indica (Woman who points),Michelangelo Pistoletto,"Pistoletto, Michelangelo","conceived 1962, fabricated 1982",1962.0,1982.0,1951 to 1975,silkscreen print on polished stainless steel,Painting,,painting,2014.28.1,3913,4000,640.0,"Pistoletto, Michelangelo",Italian,Italian,1933.0,,,figure,/kaggle/working/nga_images/164772.jpg
166503,af22c7ab-4b0a-418b-a040-e740d587a2e0,"https://api.nga.gov/iiif/af22c7ab-4b0a-418b-a040-e740d587a2e0/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/af22c7ab-4b0a-418b-a040-e740d587a2e0,Mao,Andy Warhol,"Warhol, Andy",1973,1973.0,1973.0,1951 to 1975,acrylic and silkscreen ink on linen,Painting,,painting,2014.79.50,13304,15779,640.0,"Warhol, Andy",American,American,1928.0,1987.0,,portrait,/kaggle/working/nga_images/166503.jpg
171260,4c80e60b-9101-4e67-812f-cac7168e4b4d,"https://api.nga.gov/iiif/4c80e60b-9101-4e67-812f-cac7168e4b4d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/4c80e60b-9101-4e67-812f-cac7168e4b4d,Self-Portrait (X),Glenn Ligon,"Ligon, Glenn",1996,1996.0,1996.0,1976 to 2000,silkscreen ink on canvas,Painting,,painting,2015.19.217,16033,19218,,"Ligon, Glenn",American,American,1960.0,,,portrait,/kaggle/working/nga_images/171260.jpg
169161,d63d8e23-4abd-4640-ac76-a5153856f7c3,"https://api.nga.gov/iiif/d63d8e23-4abd-4640-ac76-a5153856f7c3/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/d63d8e23-4abd-4640-ac76-a5153856f7c3,Bubble Dancer (Bleecker Street Tavern Mural),Franz Kline,"Kline, Franz",1940,1940.0,1940.0,1926 to 1950,oil on canvas board,Painting,,painting,2014.145.2,10891,10951,640.0,"Kline, Franz",American,American,1910.0,1962.0,,figure,/kaggle/working/nga_images/169161.jpg
171263,4a98a4b8-3e50-40f5-8479-5a93996e169d,"https://api.nga.gov/iiif/4a98a4b8-3e50-40f5-8479-5a93996e169d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/4a98a4b8-3e50-40f5-8479-5a93996e169d,Self-Portrait (VIII),Glenn Ligon,"Ligon, Glenn",1996,1996.0,1996.0,1976 to 2000,silkscreen ink on canvas,Painting,,painting,2015.19.5301,16030,19207,,"Ligon, Glenn",American,American,1960.0,,,portrait,/kaggle/working/nga_images/171263.jpg
176359,1e74a35e-c07c-44c0-a020-f3f49ed03c57,"https://api.nga.gov/iiif/1e74a35e-c07c-44c0-a020-f3f49ed03c57/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/1e74a35e-c07c-44c0-a020-f3f49ed03c57,Portrait of Elmer Bischoff,David Park,"Park, David",1958,1958.0,1958.0,1951 to 1975,oil on canvas,Painting,,painting,2015.19.137,12278,13624,640.0,"Park, David",American,American,1911.0,1960.0,,portrait,/kaggle/working/nga_images/176359.jpg
177911,6025004c-9398-4b32-b75b-721516b0142c,"https://api.nga.gov/iiif/6025004c-9398-4b32-b75b-721516b0142c/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/6025004c-9398-4b32-b75b-721516b0142c,Portrait of Richard Diebenkorn,David Park,"Park, David",1958,1958.0,1958.0,1951 to 1975,oil on canvas,Painting,,painting,2015.19.138,11079,12451,640.0,"Park, David",American,American,1911.0,1960.0,,portrait,/kaggle/working/nga_images/177911.jpg
195008,2e484829-9c14-4bec-a6da-bf18163d4872,"https://api.nga.gov/iiif/2e484829-9c14-4bec-a6da-bf18163d4872/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/2e484829-9c14-4bec-a6da-bf18163d4872,The Student,Irving Ramsay Wiles,"Wiles, Irving Ramsay",1910,1910.0,1910.0,1901 to 1925,oil on canvas,Painting,,painting,2015.19.5,5659,6898,640.0,"Wiles, Irving R.",American,American,1861.0,1948.0,Realist,portrait,
195201,e7c4907e-0ca0-4337-8362-8c3d97816dd0,"https://api.nga.gov/iiif/e7c4907e-0ca0-4337-8362-8c3d97816dd0/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/e7c4907e-0ca0-4337-8362-8c3d97816dd0,Stars and Dews and Dreams of Night,Arthur B. Davies,"Davies, Arthur B.",c. 1927,1927.0,1927.0,1926 to 1950,oil on canvas,Painting,,painting,2014.136.53,11579,17797,640.0,"Davies, Arthur B.",American,American,1862.0,1928.0,,figure,/kaggle/working/nga_images/195201.jpg
195301,1483fbc3-8b1f-4b86-8d18-8411dfee9e90,"https://api.nga.gov/iiif/1483fbc3-8b1f-4b86-8d18-8411dfee9e90/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/1483fbc3-8b1f-4b86-8d18-8411dfee9e90,Abstract Heads,Alfred H. Maurer,"Maurer, Alfred H.",c. 1931,1931.0,1931.0,1926 to 1950,unidentified media on fabric mounted on panel,Painting,,painting,2014.136.136,17621,25350,640.0,"Maurer, Alfred H.",American,American,1868.0,1932.0,,figure,/kaggle/working/nga_images/195301.jpg
195371,b1eb683f-ffb7-4277-8d17-151ea3a58cc4,"https://api.nga.gov/iiif/b1eb683f-ffb7-4277-8d17-151ea3a58cc4/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/b1eb683f-ffb7-4277-8d17-151ea3a58cc4,"Indian Shops, Gay Head, Massachusetts",Lois Mailou Jones,"Jones, Lois Mailou",1940,1940.0,1940.0,1926 to 1950,oil on canvas,Painting,,painting,2015.19.212,15847,12948,,"Jones, Lois Mailou",American,American,1905.0,1998.0,,genre,/kaggle/working/nga_images/195371.jpg
195510,c04a122a-ebdf-4f1a-b809-347f170bb356,"https://api.nga.gov/iiif/c04a122a-ebdf-4f1a-b809-347f170bb356/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/c04a122a-ebdf-4f1a-b809-347f170bb356,Reflection,Hughie Lee-Smith,"Lee-Smith, Hughie",1957,1957.0,1957.0,1951 to 1975,oil on particle board,Painting,,painting,2015.19.207,28829,19124,640.0,"Lee-Smith, Hughie",American,American,1915.0,1999.0,,figure,/kaggle/working/nga_images/195510.jpg
195684,850ca13f-2408-43c1-8ccb-0b1fbfc00826,"https://api.nga.gov/iiif/850ca13f-2408-43c1-8ccb-0b1fbfc00826/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/850ca13f-2408-43c1-8ccb-0b1fbfc00826,Summer Street,Grace Hartigan,"Hartigan, Grace",1956,1956.0,1956.0,1951 to 1975,oil on canvas,Painting,,painting,2014.136.132,18058,24733,640.0,"Hartigan, Grace",American,American,1922.0,2008.0,,genre,/kaggle/working/nga_images/195684.jpg
203989,021508a1-874b-4117-86ac-1eb0f3836715,"https://api.nga.gov/iiif/021508a1-874b-4117-86ac-1eb0f3836715/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/021508a1-874b-4117-86ac-1eb0f3836715,The Bather with Outstretched Arms,Graham Nickson,"Nickson, Graham",1980-1981,1980.0,1981.0,1976 to 2000,Liquitex on museum board (five panels),Painting,,painting,2015.155.1,26451,22052,640.0,"Nickson, Graham",British,British,1946.0,,,figure,/kaggle/working/nga_images/203989.jpg
210094,1fd6a9a4-1920-4382-b854-e401f6580788,"https://api.nga.gov/iiif/1fd6a9a4-1920-4382-b854-e401f6580788/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/1fd6a9a4-1920-4382-b854-e401f6580788,Isaac and Oliver,Alex Katz,"Katz, Alex",2013,2013.0,2013.0,2001 to present,oil on linen,Painting,,painting,2017.44.1,25531,12790,640.0,"Katz, Alex",American,American,1927.0,,Realist,portrait,/kaggle/working/nga_images/210094.jpg
219336,689f5ca4-e8dc-458b-bb2b-0df4ce24084d,"https://api.nga.gov/iiif/689f5ca4-e8dc-458b-bb2b-0df4ce24084d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/689f5ca4-e8dc-458b-bb2b-0df4ce24084d,Andrew W. Mellon,Philip Alexius de László,"László, Philip Alexius de",1932,1932.0,1932.0,1926 to 1950,oil and gouache on hardboard,Painting,,painting,2019.21.1,15597,24310,640.0,"László, Philip Alexius de",British,British,1869.0,1937.0,Realist,portrait,/kaggle/working/nga_images/219336.jpg
219384,61eb7177-9ff2-45a4-8572-5b75d6553063,"https://api.nga.gov/iiif/61eb7177-9ff2-45a4-8572-5b75d6553063/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/61eb7177-9ff2-45a4-8572-5b75d6553063,Midnight Truth,Yoshitomo Nara,"Nara, Yoshitomo",2017,2017.0,2017.0,2001 to present,acrylic on canvas,Painting,,painting,2019.100.1,19238,23938,640.0,"Nara, Yoshitomo",Japanese,Japanese,1959.0,,,figure,/kaggle/working/nga_images/219384.jpg
219518,681d52f0-c9eb-45e2-ba97-ab4d93dcb32c,"https://api.nga.gov/iiif/681d52f0-c9eb-45e2-ba97-ab4d93dcb32c/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/681d52f0-c9eb-45e2-ba97-ab4d93dcb32c,Three Figures,Dino Aranda,"Aranda, Dino",1968,1968.0,1968.0,1951 to 1975,acrylic on canvas,Painting,,painting,2019.101.1,26556,16898,640.0,"Aranda, Dino",American,American,1945.0,,,figure,/kaggle/working/nga_images/219518.jpg
221464,0c45f816-d3ac-4f12-8402-84b67e941820,"https://api.nga.gov/iiif/0c45f816-d3ac-4f12-8402-84b67e941820/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/0c45f816-d3ac-4f12-8402-84b67e941820,A Sunburst Restrained,María Berrío,"Berrío, María",2019,2019.0,2019.0,2001 to present,collage with Japanese paper and watercolor on canvas,Painting,Collage,painting,2020.2.1,23520,19724,,"Berrío, María",Colombian,Other,1982.0,,,figure,/kaggle/working/nga_images/221464.jpg
222419,a6f47649-a9d4-4494-9b4f-61406d4edff4,"https://api.nga.gov/iiif/a6f47649-a9d4-4494-9b4f-61406d4edff4/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/a6f47649-a9d4-4494-9b4f-61406d4edff4,A Man Can Be a Star,Thornton Dial Jr.,"Dial, Thornton Jr.",1988,1988.0,1988.0,1976 to 2000,"galvanized ferrous metal, wood, carpet, glasses, and industrial sealing compound on wood",Painting,Collage,painting,2020.28.11,10718,9646,640.0,"Dial, Thornton Jr.",American,American,1953.0,,,figure,/kaggle/working/nga_images/222419.jpg
222462,11cbba7a-c44c-4d6b-be27-dcf973db634a,"https://api.nga.gov/iiif/11cbba7a-c44c-4d6b-be27-dcf973db634a/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/11cbba7a-c44c-4d6b-be27-dcf973db634a,Eko Skyscraper,Njideka Akunyili Crosby,"Crosby, Njideka Akunyili",2019,2019.0,2019.0,2001 to present,acrylic and color pencil on panel,Painting,,painting,2022.2.1,27296,32936,640.0,"Crosby, Njideka Akunyili",Nigerian,Other,1983.0,,,figure,/kaggle/working/nga_images/222462.jpg
222806,70b64ac0-ce05-4325-9fd4-d6aa05e75634,"https://api.nga.gov/iiif/70b64ac0-ce05-4325-9fd4-d6aa05e75634/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/70b64ac0-ce05-4325-9fd4-d6aa05e75634,Yellow Rise: Sun Watcher,Graham Nickson,"Nickson, Graham",2017,2017.0,2017.0,2001 to present,oil on linen,Painting,,painting,2022.52.1,32525,43269,640.0,"Nickson, Graham",British,British,1946.0,,,figure,/kaggle/working/nga_images/222806.jpg
224226,a8577782-316b-4da8-9317-291925321dd8,"https://api.nga.gov/iiif/a8577782-316b-4da8-9317-291925321dd8/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/a8577782-316b-4da8-9317-291925321dd8,Clinging unto the Lord,Genesis Tramaine,"Tramaine, Genesis",2021,2021.0,2021.0,2001 to present,"acrylic, oil stick, oil pastel, Lawry’s Seasoned Salt, and the Holy Spirit on canvas",Painting,,painting,2022.30.1,27469,41216,640.0,"Tramaine, Genesis",American,American,1983.0,,,portrait,/kaggle/working/nga_images/224226.jpg
224391,064b49c6-d9a0-47d5-8148-b86d12f0319d,"https://api.nga.gov/iiif/064b49c6-d9a0-47d5-8148-b86d12f0319d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/064b49c6-d9a0-47d5-8148-b86d12f0319d,Self-Portrait of Me,Mose Tolliver,"Tolliver, Mose",undated,1900.0,1999.0,1876 to 1900,house paint on wood panel,Painting,,painting,2022.12.1,8282,13549,640.0,"Tolliver, Mose",American,American,1918.0,2006.0,,portrait,/kaggle/working/nga_images/224391.jpg
224392,c72c2e3a-326b-4c3b-ab85-0aef9b288a64,"https://api.nga.gov/iiif/c72c2e3a-326b-4c3b-ab85-0aef9b288a64/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/c72c2e3a-326b-4c3b-ab85-0aef9b288a64,Young Willie Mae,Mose Tolliver,"Tolliver, Mose",undated,1900.0,1999.0,1876 to 1900,house paint on wood panel,Painting,,painting,2022.12.2,7038,13162,640.0,"Tolliver, Mose",American,American,1918.0,2006.0,,portrait,/kaggle/working/nga_images/224392.jpg
224919,3b5b7b90-f466-48fa-8202-bf5a4eb17dd2,"https://api.nga.gov/iiif/3b5b7b90-f466-48fa-8202-bf5a4eb17dd2/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/3b5b7b90-f466-48fa-8202-bf5a4eb17dd2,Portrait of Lucia Bonasoni Garzoni,Lavinia Fontana,"Fontana, Lavinia",c. 1590,1590.0,1590.0,1551 to 1600,"oil on canvas
",Painting,,painting,2022.38.1,30829,39594,640.0,"Fontana, Lavinia",Italian,Italian,1552.0,1614.0,Baroque,portrait,/kaggle/working/nga_images/224919.jpg
71071,918ee33f-cdd0-40e2-ab70-bab30048b14b,"https://api.nga.gov/iiif/918ee33f-cdd0-40e2-ab70-bab30048b14b/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/918ee33f-cdd0-40e2-ab70-bab30048b14b,Woman Seated in an Armchair,Henri Matisse,"Matisse, Henri",1940,1940.0,1940.0,1926 to 1950,oil on canvas,Painting,,painting,1989.31.1,29306,24338,640.0,"Matisse, Henri",French,French,1869.0,1954.0,,figure,/kaggle/working/nga_images/71071.jpg
46653,9572178c-0a80-4e74-88bd-4bf3547e8eeb,"https://api.nga.gov/iiif/9572178c-0a80-4e74-88bd-4bf3547e8eeb/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/9572178c-0a80-4e74-88bd-4bf3547e8eeb,Woman Seated under the Willows,Claude Monet,"Monet, Claude",1880,1880.0,1880.0,1876 to 1900,oil on canvas,Painting,,painting,1963.10.178,4644,6319,,"Monet, Claude",French,French,1840.0,1926.0,Impressionist,landscape,
25,82e62b74-1316-4ed3-9bf2-504e3939edec,"https://api.nga.gov/iiif/82e62b74-1316-4ed3-9bf2-504e3939edec/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/82e62b74-1316-4ed3-9bf2-504e3939edec,Profile Portrait of a Lady,Franco-Flemish 15th Century,Franco-Flemish 15th Century,c. 1410,1410.0,1410.0,1401 to 1500,oil on panel,Painting,,painting,1937.1.23,16739,23782,,Franco-Flemish 15th Century,Franco-Flemish,Other,1400.0,1499.0,Renaissance,portrait,/kaggle/working/nga_images/25.jpg
74,e54612e0-b093-41c7-ba14-cf92a4a6f976,"https://api.nga.gov/iiif/e54612e0-b093-41c7-ba14-cf92a4a6f976/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/e54612e0-b093-41c7-ba14-cf92a4a6f976,Portrait of an Elderly Lady,Frans Hals,"Hals, Frans",1633,1633.0,1633.0,1601 to 1650,oil on canvas,Painting,,painting,1937.1.67,15776,18722,,"Hals, Frans",Dutch,Dutch,1582.0,1666.0,Baroque,portrait,/kaggle/working/nga_images/74.jpg
102,72f7cb60-a0e0-40e7-abc6-86f62d5f7b4e,"https://api.nga.gov/iiif/72f7cb60-a0e0-40e7-abc6-86f62d5f7b4e/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/72f7cb60-a0e0-40e7-abc6-86f62d5f7b4e,Lady Elizabeth Delmé and Her Children,Sir Joshua Reynolds,"Reynolds, Joshua, Sir",1777-1779,1777.0,1779.0,1776 to 1800,oil on canvas,Painting,,painting,1937.1.95,3176,5199,,"Reynolds, Joshua, Sir",British,British,1723.0,1792.0,,portrait,/kaggle/working/nga_images/102.jpg
103,af77d71b-af60-4302-bed6-ee520b1c13af,"https://api.nga.gov/iiif/af77d71b-af60-4302-bed6-ee520b1c13af/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/af77d71b-af60-4302-bed6-ee520b1c13af,Lady Mary Templetown and Her Eldest Son,Sir Thomas Lawrence,"Lawrence, Thomas, Sir",1802,1802.0,1802.0,1801 to 1825,oil on canvas,Painting,,painting,1937.1.96,4884,7092,,"Lawrence, Thomas, Sir",British,British,1769.0,1830.0,,portrait,
104,44489c76-0ee1-4f02-a549-2c916b5269e8,"https://api.nga.gov/iiif/44489c76-0ee1-4f02-a549-2c916b5269e8/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/44489c76-0ee1-4f02-a549-2c916b5269e8,Lady Elizabeth Compton,Sir Joshua Reynolds,"Reynolds, Joshua, Sir",1780-1782,1780.0,1782.0,1776 to 1800,oil on canvas,Painting,,painting,1937.1.97,2053,3406,,"Reynolds, Joshua, Sir",British,British,1723.0,1792.0,,portrait,/kaggle/working/nga_images/104.jpg
395,7f89c7c7-a5cf-499d-a7ab-d2aa33e360d1,"https://api.nga.gov/iiif/7f89c7c7-a5cf-499d-a7ab-d2aa33e360d1/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/7f89c7c7-a5cf-499d-a7ab-d2aa33e360d1,Portrait of a Venetian Gentleman,Giovanni Bellini,"Bellini, Giovanni",c. 1500,1500.0,1500.0,1401 to 1500,oil on panel transferred to panel,Painting,,painting,1939.1.254,4758,7311,,"Bellini, Giovanni",Italian,Italian,1430.0,1516.0,Renaissance,portrait,/kaggle/working/nga_images/395.jpg
113,068873bf-6b25-4ff6-8314-17e4647f5cb5,"https://api.nga.gov/iiif/068873bf-6b25-4ff6-8314-17e4647f5cb5/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/068873bf-6b25-4ff6-8314-17e4647f5cb5,Lady Caroline Howard,Sir Joshua Reynolds,"Reynolds, Joshua, Sir",1778,1778.0,1778.0,1776 to 1800,oil on canvas,Painting,,painting,1937.1.106,17374,21935,,"Reynolds, Joshua, Sir",British,British,1723.0,1792.0,,portrait,/kaggle/working/nga_images/113.jpg
255,b6f187a4-7c28-4347-a465-f296cbe6b2c7,"https://api.nga.gov/iiif/b6f187a4-7c28-4347-a465-f296cbe6b2c7/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/b6f187a4-7c28-4347-a465-f296cbe6b2c7,A Gentleman in Adoration before the Madonna,Giovanni Battista Moroni,"Moroni, Giovanni Battista",c. 1560,1560.0,1560.0,1551 to 1600,oil on canvas,Painting,,painting,1939.1.114,17952,16434,,"Moroni, Giovanni Battista",Italian,Italian,1525.0,1578.0,Renaissance,religious,/kaggle/working/nga_images/255.jpg
371,9088cf38-69cb-4041-80e5-5c4372d0303d,"https://api.nga.gov/iiif/9088cf38-69cb-4041-80e5-5c4372d0303d/full/!200,200/0/default.jpg",https://api.nga.gov/iiif/9088cf38-69cb-4041-80e5-5c4372d0303d,Portrait of a Lady in White,Moretto da Brescia,Moretto da Brescia,c. 1540,1540.0,1540.0,1501 to 1550,oil on canvas,Painting,,painting,1939.1.230,3955,4813,,Moretto da Brescia,Italian,Italian,1498.0,1554.0,Renaissance,portrait,
